tasa_ahorro,ratio_endeudamiento,ratio_gasto_ingreso,ratio_gasto_esencial,ratio_gasto_discrecional,concentracion_gasto,frecuencia_ahorro_num,ratio_recurrente,perfil_slug
0.362,0.122,0.638,0.491,0.141,0.603,3,0.207,saludable
0.399,0.064,0.601,0.432,0.132,0.518,3,0.244,saludable
-0.357,0.792,1.357,0.793,0.551,0.804,0,0.143,en_riesgo
0.230,0.073,0.770,0.445,0.293,0.105,3,0.210,saludable
0.162,0.265,0.838,0.654,0.121,0.192,1,0.230,en_observacion
-0.014,0.569,1.014,0.726,0.113,0.153,1,0.231,en_riesgo
0.249,0.085,0.751,0.557,0.170,0.162,2,0.258,saludable
-0.430,0.404,1.430,0.951,0.312,0.208,1,0.223,en_riesgo
0.194,0.408,0.806,0.563,0.124,0.442,1,0.598,en_riesgo
0.508,0.079,0.492,0.332,0.061,0.895,3,0.456,saludable
0.508,0.230,0.492,0.281,0.135,0.108,2,0.272,saludable
0.391,0.078,0.609,0.426,0.154,0.214,3,0.526,saludable
-0.242,0.378,1.242,0.841,0.258,0.771,1,0.010,en_riesgo
0.015,0.731,0.985,0.649,0.206,0.189,1,0.336,en_riesgo
-0.069,0.574,1.069,0.687,0.271,0.687,1,0.440,en_riesgo
-0.159,0.708,1.159,0.703,0.452,0.173,1,0.096,en_riesgo
0.320,0.051,0.680,0.494,0.089,0.201,3,0.125,saludable
0.522,0.153,0.478,0.362,0.053,0.502,3,0.428,saludable
0.412,0.097,0.588,0.282,0.075,0.131,2,0.290,saludable
0.539,0.077,0.461,0.208,0.156,0.738,3,0.180,saludable
0.315,0.213,0.685,0.370,0.152,0.397,2,0.196,saludable
0.114,0.328,0.886,0.412,0.264,0.238,1,0.074,en_observacion
0.049,0.480,0.951,0.543,0.122,0.405,0,0.502,en_riesgo
0.025,0.188,0.975,0.774,0.189,0.398,1,0.208,en_riesgo
-0.343,0.619,1.343,0.879,0.358,0.591,0,0.482,en_riesgo
-0.429,0.439,1.429,1.103,0.145,0.483,1,0.471,en_riesgo
0.228,0.231,0.772,0.588,0.079,0.420,3,0.091,en_observacion
0.293,0.239,0.707,0.553,0.104,0.424,3,0.180,saludable
0.305,0.027,0.695,0.349,0.138,0.430,3,0.294,saludable
0.248,0.024,0.752,0.445,0.231,0.700,2,0.081,saludable
0.264,0.141,0.736,0.458,0.202,0.429,3,0.344,saludable
0.027,0.283,0.973,0.455,0.119,0.346,1,0.448,en_riesgo
0.382,0.086,0.618,0.375,0.149,0.113,2,0.399,saludable
-0.097,0.767,1.097,0.578,0.217,0.569,0,0.080,en_riesgo
0.092,0.213,0.908,0.672,0.205,0.331,2,0.441,en_observacion
0.153,0.422,0.847,0.633,0.190,0.584,2,0.277,en_observacion
0.076,0.259,0.924,0.574,0.324,0.192,1,0.133,en_riesgo
0.042,0.423,0.958,0.605,0.291,0.664,1,0.265,en_riesgo
0.255,0.056,0.745,0.348,0.206,0.190,2,0.144,saludable
0.011,0.500,0.989,0.769,0.129,0.381,1,0.305,en_riesgo
0.364,0.013,0.636,0.405,0.204,0.504,3,0.487,saludable
0.218,0.177,0.782,0.592,0.127,0.297,1,0.170,en_observacion
0.007,0.442,0.993,0.711,0.244,0.706,1,0.078,en_riesgo
-0.420,0.540,1.420,1.084,0.146,0.624,1,0.230,en_riesgo
0.319,0.182,0.681,0.418,0.166,0.520,3,0.067,saludable
0.252,0.143,0.748,0.567,0.107,0.373,3,0.156,saludable
0.435,0.002,0.565,0.308,0.164,0.549,3,0.399,saludable
-0.198,0.735,1.198,0.732,0.245,0.134,0,0.115,en_riesgo
-0.423,0.459,1.423,0.814,0.425,0.029,0,0.127,en_riesgo
0.163,0.366,0.837,0.480,0.199,0.212,2,0.136,en_observacion
0.491,0.023,0.509,0.276,0.199,0.524,3,0.434,saludable
0.056,0.339,0.944,0.736,0.152,0.500,1,0.107,en_riesgo
0.462,0.010,0.538,0.382,0.084,0.319,3,0.380,saludable
-0.091,0.471,1.091,0.599,0.480,0.598,0,0.039,en_riesgo
0.483,0.110,0.517,0.341,0.061,0.710,3,0.316,saludable
0.432,0.247,0.568,0.451,0.106,0.441,3,0.428,saludable
-0.162,0.375,1.162,0.803,0.279,0.396,1,0.046,en_riesgo
-0.151,0.635,1.151,0.699,0.250,0.403,0,0.316,en_riesgo
0.237,0.208,0.763,0.582,0.140,0.251,2,0.092,saludable
0.162,0.335,0.838,0.464,0.240,0.230,1,0.065,en_observacion
0.516,0.231,0.484,0.283,0.076,0.441,3,0.207,saludable
0.209,0.340,0.791,0.361,0.348,0.781,1,0.170,en_observacion
0.219,0.170,0.781,0.549,0.102,0.716,3,0.193,saludable
-0.178,0.456,1.178,0.775,0.269,0.059,0,0.282,en_riesgo
0.150,0.398,0.850,0.584,0.136,0.620,2,0.232,en_riesgo
0.216,0.092,0.784,0.358,0.251,0.601,3,0.421,saludable
-0.439,0.543,1.439,0.971,0.337,0.655,1,0.395,en_riesgo
-0.170,0.474,1.170,0.910,0.230,0.095,0,0.122,en_riesgo
-0.154,0.430,1.154,0.640,0.372,0.614,0,0.016,en_riesgo
0.224,0.352,0.776,0.358,0.324,0.298,1,0.042,en_observacion
-0.227,0.585,1.227,0.865,0.267,0.496,0,0.184,en_riesgo
-0.340,0.756,1.340,0.754,0.277,0.772,0,0.085,en_riesgo
0.310,0.181,0.690,0.468,0.204,0.044,2,0.254,en_observacion
0.216,0.231,0.784,0.484,0.125,0.363,2,0.417,saludable
0.030,0.549,0.970,0.497,0.306,0.621,1,0.320,en_riesgo
0.023,0.413,0.977,0.676,0.208,0.143,1,0.181,en_riesgo
-0.446,0.778,1.446,0.954,0.256,0.498,1,0.277,en_riesgo
-0.372,0.427,1.372,0.906,0.214,0.312,0,0.181,en_riesgo
-0.220,0.755,1.220,0.765,0.398,0.507,0,0.195,en_riesgo
0.152,0.173,0.848,0.656,0.164,0.060,2,0.226,en_observacion
0.215,0.377,0.785,0.557,0.186,0.341,1,0.395,en_observacion
-0.110,0.562,1.110,0.859,0.237,0.481,0,0.363,en_riesgo
0.358,0.239,0.642,0.338,0.109,0.185,3,0.129,saludable
0.009,0.345,0.991,0.761,0.116,0.120,1,0.257,en_riesgo
0.210,0.424,0.790,0.460,0.140,0.713,1,0.469,en_riesgo
-0.212,0.401,1.212,0.926,0.261,0.279,0,0.156,en_riesgo
0.259,0.201,0.741,0.432,0.292,0.170,3,0.488,saludable
-0.220,0.785,1.220,0.674,0.370,0.374,0,0.195,en_riesgo
0.093,0.181,0.907,0.641,0.249,0.529,1,0.318,en_observacion
0.304,0.136,0.696,0.463,0.222,0.624,2,0.148,saludable
-0.329,0.470,1.329,0.954,0.327,0.405,1,0.468,en_riesgo
0.309,0.022,0.691,0.466,0.130,0.303,3,0.186,saludable
-0.213,0.412,1.213,0.602,0.498,0.681,0,0.451,en_riesgo
0.475,0.100,0.525,0.389,0.130,0.774,3,0.249,saludable
0.189,0.184,0.811,0.556,0.206,0.707,1,0.119,en_observacion
-0.133,0.443,1.133,0.565,0.145,0.263,0,0.212,en_riesgo
0.526,0.120,0.474,0.294,0.058,0.600,3,0.190,saludable
0.046,0.335,0.954,0.550,0.315,0.537,2,0.062,en_riesgo
0.502,0.116,0.498,0.309,0.157,0.426,3,0.171,saludable
0.165,0.434,0.835,0.461,0.328,0.603,1,0.300,en_riesgo
-0.165,0.790,1.165,0.847,0.184,0.357,1,0.090,en_riesgo
0.240,0.319,0.760,0.501,0.172,0.086,2,0.298,en_observacion
-0.448,0.464,1.448,0.678,0.152,0.462,1,0.023,en_riesgo
0.249,0.404,0.751,0.567,0.181,0.464,1,0.153,en_observacion
-0.115,0.424,1.115,0.883,0.123,0.215,1,0.154,en_riesgo
0.304,0.029,0.696,0.437,0.180,0.169,3,0.133,saludable
0.058,0.382,0.942,0.434,0.271,0.322,2,0.114,en_observacion
0.225,0.113,0.775,0.583,0.163,0.532,3,0.314,saludable
0.455,0.203,0.545,0.372,0.102,0.343,2,0.059,saludable
-0.171,0.633,1.171,0.829,0.321,0.650,1,0.229,en_riesgo
0.103,0.446,0.897,0.465,0.248,0.396,2,0.387,en_riesgo
0.227,0.361,0.773,0.403,0.200,0.302,1,0.090,en_observacion
0.234,0.235,0.766,0.578,0.121,0.142,1,0.130,en_observacion
0.189,0.439,0.811,0.419,0.089,0.173,1,0.030,en_riesgo
0.128,0.382,0.872,0.596,0.191,0.674,1,0.263,en_observacion
0.500,0.021,0.500,0.322,0.170,0.586,3,0.208,saludable
0.233,0.306,0.767,0.467,0.182,0.275,2,0.260,en_observacion
0.513,0.104,0.487,0.228,0.102,0.262,3,0.115,saludable
0.101,0.351,0.899,0.612,0.230,0.519,1,0.295,en_riesgo
0.208,0.095,0.792,0.586,0.174,0.433,3,0.467,saludable
0.377,0.067,0.623,0.417,0.124,0.683,3,0.294,saludable
0.450,0.139,0.550,0.341,0.058,0.621,2,0.163,saludable
0.145,0.405,0.855,0.605,0.234,0.635,1,0.213,en_riesgo
-0.437,0.601,1.437,0.665,0.210,0.580,1,0.134,en_riesgo
-0.261,0.528,1.261,0.783,0.193,0.174,1,0.154,en_riesgo
0.518,0.178,0.482,0.238,0.129,0.359,3,0.200,saludable
0.084,0.424,0.916,0.618,0.255,0.065,2,0.308,en_riesgo
0.306,0.045,0.694,0.536,0.137,0.328,3,0.253,saludable
-0.315,0.555,1.315,0.876,0.359,0.177,1,0.474,en_riesgo
0.190,0.158,0.810,0.462,0.117,0.900,1,0.044,en_observacion
-0.193,0.794,1.193,0.558,0.271,0.658,1,0.142,en_riesgo
-0.074,0.578,1.074,0.588,0.427,0.340,1,0.127,en_riesgo
0.337,0.030,0.663,0.530,0.074,0.656,3,0.489,saludable
0.402,0.099,0.598,0.383,0.168,0.282,3,0.227,saludable
0.500,0.026,0.500,0.245,0.054,0.380,3,0.315,saludable
0.114,0.389,0.886,0.688,0.101,0.686,1,0.558,en_riesgo
0.365,0.185,0.635,0.297,0.190,0.597,2,0.234,saludable
-0.224,0.453,1.224,0.721,0.377,0.446,0,0.160,en_riesgo
0.035,0.371,0.965,0.444,0.427,0.431,2,0.302,en_riesgo
0.060,0.418,0.940,0.522,0.119,0.065,1,0.038,en_riesgo
0.098,0.164,0.902,0.446,0.214,0.663,1,0.183,en_observacion
-0.207,0.393,1.207,0.898,0.178,0.180,0,0.205,en_riesgo
-0.208,0.546,1.208,0.705,0.329,0.593,1,0.272,en_riesgo
0.453,0.228,0.547,0.334,0.097,0.670,2,0.266,saludable
0.005,0.218,0.995,0.742,0.179,0.510,2,0.207,en_riesgo
0.009,0.208,0.991,0.464,0.280,0.806,1,0.226,en_riesgo
0.541,0.147,0.459,0.260,0.083,0.398,3,0.276,saludable
0.100,0.414,0.900,0.545,0.291,0.426,2,0.134,en_riesgo
0.045,0.392,0.955,0.657,0.256,0.681,1,0.050,en_riesgo
0.228,0.279,0.772,0.410,0.173,0.415,1,0.250,en_observacion
-0.047,0.679,1.047,0.594,0.245,0.171,0,0.127,en_riesgo
0.092,0.274,0.908,0.613,0.152,0.322,2,0.082,en_observacion
0.364,0.124,0.636,0.444,0.179,0.359,3,0.380,saludable
0.197,0.233,0.803,0.404,0.081,0.586,2,0.241,en_observacion
-0.213,0.720,1.213,0.702,0.202,0.195,0,0.184,en_riesgo
0.078,0.391,0.922,0.560,0.158,0.536,1,0.225,en_riesgo
0.220,0.176,0.780,0.505,0.258,0.391,1,0.214,en_observacion
0.012,0.353,0.988,0.558,0.124,0.247,1,0.074,en_riesgo
0.118,0.151,0.882,0.528,0.234,0.249,2,0.123,en_observacion
0.018,0.287,0.982,0.549,0.126,0.575,1,0.170,en_riesgo
0.467,0.248,0.533,0.412,0.054,0.644,3,0.495,saludable
0.276,0.140,0.724,0.373,0.314,0.095,2,0.098,saludable
-0.049,0.536,1.049,0.562,0.252,0.577,0,0.102,en_riesgo
0.357,0.225,0.643,0.317,0.142,0.529,2,0.202,en_observacion
0.249,0.304,0.751,0.443,0.298,0.167,2,0.388,en_observacion
0.029,0.258,0.971,0.672,0.285,0.619,2,0.207,en_riesgo
0.238,0.025,0.762,0.553,0.191,0.289,3,0.141,saludable
0.425,0.008,0.575,0.281,0.165,0.365,3,0.252,saludable
0.226,0.353,0.774,0.549,0.087,0.421,1,0.149,en_observacion
0.065,0.340,0.935,0.484,0.272,0.332,1,0.345,en_riesgo
0.225,0.437,0.775,0.542,0.098,0.523,1,0.213,en_observacion
-0.303,0.513,1.303,0.973,0.225,0.543,0,0.258,en_riesgo
0.521,0.049,0.479,0.375,0.057,0.439,2,0.335,saludable
-0.183,0.714,1.183,0.822,0.358,0.548,0,0.459,en_riesgo
0.086,0.330,0.914,0.631,0.153,0.144,1,0.190,en_riesgo
-0.100,0.675,1.100,0.654,0.400,0.217,0,0.111,en_riesgo
0.414,0.065,0.586,0.352,0.157,0.745,2,0.202,saludable
0.162,0.369,0.838,0.586,0.099,0.103,2,0.213,en_observacion
0.002,0.407,0.998,0.710,0.276,0.660,2,0.445,en_riesgo
-0.011,0.634,1.011,0.802,0.129,0.132,0,0.351,en_riesgo
0.338,0.063,0.662,0.352,0.263,0.643,2,0.056,saludable
0.246,0.422,0.754,0.342,0.131,0.469,2,0.271,en_observacion
0.049,0.797,0.951,0.515,0.195,0.252,0,0.550,en_riesgo
0.002,0.203,0.998,0.578,0.415,0.473,1,0.045,en_riesgo
0.459,0.199,0.541,0.275,0.126,0.455,3,0.561,saludable
0.124,0.412,0.876,0.510,0.301,0.453,2,0.360,en_riesgo
0.505,0.208,0.495,0.275,0.143,0.727,3,0.099,saludable
-0.208,0.497,1.208,0.656,0.385,0.277,0,0.292,en_riesgo
-0.362,0.787,1.362,1.049,0.199,0.357,1,0.337,en_riesgo
0.154,0.216,0.846,0.598,0.185,0.271,2,0.306,en_observacion
0.123,0.446,0.877,0.662,0.112,0.210,1,0.480,en_riesgo
0.210,0.302,0.790,0.395,0.217,0.584,1,0.123,en_observacion
0.518,0.199,0.482,0.260,0.087,0.339,3,0.268,saludable
-0.053,0.408,1.053,0.736,0.186,0.620,0,0.248,en_riesgo
0.381,0.026,0.619,0.424,0.100,0.392,3,0.242,saludable
-0.393,0.473,1.393,0.929,0.243,0.348,0,0.270,en_riesgo
0.006,0.425,0.994,0.725,0.142,0.730,1,0.145,en_riesgo
0.073,0.349,0.927,0.583,0.226,0.817,1,0.321,en_riesgo
0.140,0.150,0.860,0.439,0.120,0.461,2,0.270,en_observacion
0.085,0.446,0.915,0.627,0.280,0.674,2,0.141,en_riesgo
0.533,0.028,0.467,0.258,0.070,0.417,3,0.308,saludable
0.213,0.185,0.787,0.612,0.082,0.118,2,0.240,saludable
-0.432,0.460,1.432,0.719,0.570,0.378,0,0.466,en_riesgo
0.471,0.219,0.529,0.240,0.216,0.570,2,0.149,saludable
0.188,0.334,0.812,0.596,0.110,0.048,1,0.157,en_observacion
0.246,0.120,0.754,0.381,0.303,0.203,3,0.122,saludable
0.209,0.070,0.791,0.514,0.093,0.402,3,0.053,saludable
0.208,0.195,0.792,0.475,0.198,0.288,2,0.354,en_observacion
0.378,0.005,0.622,0.455,0.116,0.606,3,0.352,saludable
0.525,0.136,0.475,0.286,0.088,0.598,3,0.173,saludable
0.008,0.683,0.992,0.507,0.147,0.706,1,0.204,en_riesgo
-0.123,0.589,1.123,0.652,0.146,0.326,0,0.112,en_riesgo
-0.430,0.511,1.430,0.796,0.582,0.391,0,0.629,en_riesgo
0.137,0.433,0.863,0.569,0.130,0.251,2,0.086,en_riesgo
0.111,0.357,0.889,0.504,0.269,0.219,1,0.155,en_riesgo
0.302,0.021,0.698,0.437,0.093,0.510,2,0.103,saludable
0.283,0.024,0.717,0.466,0.217,0.282,3,0.552,saludable
0.272,0.186,0.728,0.510,0.132,0.263,3,0.346,saludable
0.185,0.342,0.815,0.428,0.126,0.236,2,0.178,en_observacion
0.264,0.071,0.736,0.557,0.132,0.431,3,0.111,saludable
0.147,0.293,0.853,0.407,0.243,0.724,2,0.573,en_observacion
0.088,0.279,0.912,0.558,0.298,0.680,2,0.230,en_observacion
0.035,0.449,0.965,0.455,0.115,0.136,1,0.106,en_riesgo
0.426,0.232,0.574,0.364,0.204,0.558,3,0.307,saludable
-0.446,0.486,1.446,0.780,0.577,0.192,0,0.095,en_riesgo
0.415,0.233,0.585,0.277,0.239,0.229,3,0.107,saludable
0.314,0.223,0.686,0.501,0.092,0.258,3,0.212,saludable
0.037,0.236,0.963,0.745,0.210,0.493,2,0.104,en_riesgo
0.270,0.061,0.730,0.440,0.164,0.871,3,0.133,saludable
0.356,0.238,0.644,0.372,0.112,0.587,2,0.039,saludable
0.258,0.181,0.742,0.416,0.184,0.078,2,0.469,saludable
0.006,0.212,0.994,0.538,0.111,0.083,2,0.535,en_riesgo
0.255,0.139,0.745,0.508,0.135,0.212,2,0.120,saludable
0.282,0.056,0.718,0.517,0.164,0.194,3,0.197,saludable
-0.152,0.566,1.152,0.764,0.290,0.302,0,0.337,en_riesgo
0.368,0.133,0.632,0.364,0.078,0.561,3,0.211,saludable
-0.022,0.608,1.022,0.477,0.374,0.154,0,0.013,en_riesgo
0.025,0.420,0.975,0.510,0.363,0.691,0,0.306,en_riesgo
0.222,0.384,0.778,0.604,0.146,0.649,2,0.225,en_observacion
0.079,0.340,0.921,0.553,0.310,0.730,2,0.481,en_riesgo
0.232,0.048,0.768,0.381,0.268,0.498,3,0.088,saludable
-0.092,0.426,1.092,0.588,0.274,0.438,0,0.134,en_riesgo
0.178,0.381,0.822,0.521,0.179,0.451,2,0.272,en_riesgo
0.123,0.324,0.877,0.399,0.231,0.207,2,0.309,en_observacion
0.145,0.193,0.855,0.501,0.259,0.193,2,0.117,en_observacion
0.160,0.229,0.840,0.596,0.163,0.467,2,0.073,en_observacion
0.320,0.225,0.680,0.482,0.094,0.473,3,0.569,en_observacion
0.418,0.186,0.582,0.465,0.063,0.419,3,0.146,saludable
0.311,0.143,0.689,0.335,0.140,0.250,2,0.176,saludable
0.160,0.444,0.840,0.548,0.188,0.682,2,0.268,en_observacion
0.020,0.441,0.980,0.708,0.233,0.020,2,0.315,en_riesgo
0.008,0.413,0.992,0.581,0.179,0.712,1,0.308,en_riesgo
0.152,0.198,0.848,0.612,0.116,0.171,2,0.232,en_observacion
0.189,0.156,0.811,0.570,0.158,0.673,1,0.149,en_observacion
0.108,0.201,0.892,0.637,0.119,0.241,2,0.333,en_observacion
-0.034,0.618,1.034,0.495,0.131,0.371,0,0.357,en_riesgo
0.189,0.286,0.811,0.574,0.113,0.213,2,0.180,en_observacion
-0.359,0.695,1.359,0.790,0.287,0.307,1,0.145,en_riesgo
0.140,0.273,0.860,0.619,0.236,0.462,1,0.097,en_observacion
0.002,0.771,0.998,0.705,0.199,0.288,1,0.031,en_riesgo
0.101,0.292,0.899,0.452,0.113,0.482,2,0.396,en_observacion
-0.295,0.730,1.295,0.885,0.351,0.570,0,0.205,en_riesgo
-0.406,0.491,1.406,1.066,0.208,0.706,1,0.066,en_riesgo
0.525,0.215,0.475,0.242,0.078,0.251,3,0.137,saludable
-0.223,0.637,1.223,0.765,0.219,0.288,0,0.118,en_riesgo
-0.115,0.683,1.115,0.552,0.200,0.395,0,0.713,en_riesgo
0.060,0.233,0.940,0.499,0.342,0.567,2,0.095,en_observacion
0.407,0.145,0.593,0.398,0.072,0.464,3,0.268,saludable
0.109,0.306,0.891,0.659,0.106,0.287,2,0.086,en_observacion
-0.105,0.423,1.105,0.649,0.329,0.479,0,0.289,en_riesgo
0.203,0.449,0.797,0.394,0.207,0.207,2,0.627,en_riesgo
0.048,0.639,0.952,0.684,0.121,0.806,1,0.414,en_riesgo
0.149,0.288,0.851,0.630,0.196,0.557,1,0.287,en_observacion
0.005,0.163,0.995,0.496,0.302,0.678,2,0.250,en_riesgo
-0.160,0.396,1.160,0.785,0.347,0.291,1,0.143,en_riesgo
0.495,0.162,0.505,0.245,0.152,0.567,3,0.406,saludable
0.450,0.198,0.550,0.340,0.173,0.618,2,0.291,saludable
0.055,0.256,0.945,0.626,0.155,0.726,1,0.273,en_riesgo
0.038,0.186,0.962,0.571,0.295,0.309,2,0.307,en_observacion
0.303,0.092,0.697,0.441,0.176,0.376,2,0.330,saludable
0.131,0.244,0.869,0.570,0.259,0.236,1,0.335,en_observacion
-0.249,0.575,1.249,0.939,0.157,0.480,0,0.382,en_riesgo
0.264,0.052,0.736,0.547,0.166,0.512,3,0.146,saludable
0.023,0.355,0.977,0.737,0.194,0.511,0,0.450,en_riesgo
-0.318,0.598,1.318,0.644,0.418,0.507,0,0.117,en_riesgo
0.500,0.107,0.500,0.388,0.057,0.428,3,0.186,saludable
-0.315,0.434,1.315,0.919,0.158,0.495,0,0.215,en_riesgo
0.459,0.103,0.541,0.418,0.061,0.440,3,0.212,saludable
0.086,0.173,0.914,0.641,0.158,0.551,1,0.083,en_observacion
0.267,0.065,0.733,0.582,0.139,0.459,3,0.148,saludable
0.019,0.647,0.981,0.737,0.146,0.280,1,0.343,en_riesgo
-0.166,0.590,1.166,0.815,0.190,0.754,1,0.141,en_riesgo
-0.349,0.471,1.349,0.803,0.537,0.342,1,0.089,en_riesgo
0.367,0.149,0.633,0.404,0.129,0.721,2,0.318,saludable
0.377,0.181,0.623,0.398,0.136,0.167,3,0.094,saludable
0.055,0.257,0.945,0.566,0.233,0.209,1,0.409,en_observacion
0.030,0.304,0.970,0.562,0.097,0.609,2,0.102,en_observacion
0.232,0.351,0.768,0.464,0.089,0.464,1,0.458,en_observacion
-0.076,0.408,1.076,0.588,0.262,0.574,0,0.182,en_riesgo
0.251,0.245,0.749,0.353,0.316,0.444,3,0.388,saludable
0.334,0.131,0.666,0.349,0.083,0.395,3,0.197,saludable
-0.111,0.676,1.111,0.792,0.178,0.606,0,0.553,en_riesgo
0.182,0.161,0.818,0.536,0.221,0.428,2,0.187,en_observacion
0.535,0.068,0.465,0.240,0.191,0.729,3,0.547,saludable
0.438,0.104,0.562,0.421,0.130,0.676,2,0.084,saludable
0.248,0.153,0.752,0.485,0.211,0.490,1,0.320,saludable
-0.165,0.407,1.165,0.610,0.236,0.531,0,0.172,en_riesgo
0.344,0.009,0.656,0.437,0.161,0.251,3,0.071,saludable
0.022,0.748,0.978,0.556,0.222,0.328,0,0.181,en_riesgo
0.237,0.446,0.763,0.514,0.175,0.382,2,0.150,en_observacion
